Episode,Reward,Steps,Epsilon,Loss
0,2.4843514577186996,78,0.995,0.3157667766790837
1,1.7669965920017663,89,0.990025,1.0438216779439244
2,1.963880165003453,78,0.985074875,0.9015157168032601
3,3.395333817787411,36,0.9801495006250001,0.543966838682536
4,2.440226866925068,51,0.9752487531218751,1.3409534656093456
5,1.734717636185355,129,0.9703725093562657,3.7521745660342276
6,2.301984135581298,68,0.9655206468094844,1.1908520721481182
7,2.512488810016905,64,0.960693043575437,1.710452559433179
8,1.4604211367243618,138,0.9558895783575597,2.4238133109756745
9,1.9727710384572918,96,0.9511101304657719,1.1893447843322065
10,2.3626523644281856,63,0.946354579813443,1.2722405982785858
11,4.709178009137206,28,0.9416228069143757,0.3870252163615078
12,2.2797667419894223,53,0.9369146928798039,1.2685858911718242
13,2.7246435025450397,52,0.9322301194154049,1.2134951592015568
14,2.5625089501639944,67,0.9275689688183278,2.339161468902603
15,1.6372225708086268,76,0.9229311239742362,1.6413402454345487
16,2.9313853484640067,44,0.918316468354365,0.631783306482248
17,1.7931251172822829,116,0.9137248860125932,2.4000615938566625
18,2.5391112371010984,63,0.9091562615825302,1.1351441355363932
19,2.6888948165801243,49,0.9046104802746175,0.7967460479121655
20,1.975815653795319,86,0.9000874278732445,1.9348866689833812
21,3.0430373194369826,56,0.8955869907338783,1.3027845054748468
22,2.373882029249971,66,0.8911090557802088,1.3668388393707573
23,1.8777124440100066,106,0.8866535105013078,2.6482394873455632
24,1.573447832285927,86,0.8822202429488013,1.7106428199331276
25,2.2608665029892725,59,0.8778091417340573,1.6852281798783224
26,1.822097141707029,103,0.8734200960253871,1.2230586304940516
27,2.917468771959291,55,0.8690529955452602,1.279545865196269
28,2.325152132588499,82,0.8647077305675338,1.3665389871166553
29,1.9694034654657804,85,0.8603841919146962,0.8247609367535915
30,2.6975411516931214,70,0.8560822709551227,1.169868921104353
31,1.984087479884965,54,0.851801859600347,0.7736430075310636
32,1.7819722171645893,145,0.8475428503023453,1.6426881366060115
33,3.474803182885368,41,0.8433051360508336,0.3817177597666159
34,2.811665241964989,48,0.8390886103705794,0.6768628977588378
35,2.356525535532815,70,0.8348931673187264,1.4321995843492914
36,2.6053898720560635,60,0.8307187014821328,0.727596741518937
37,2.5049193495801956,57,0.8265651079747222,0.6354464443284087
38,2.5110208806113263,65,0.8224322824348486,0.664794539072318
39,2.8621595384874885,61,0.8183201210226743,0.9822959096345585
